Липецк;52.6103027;39.5946266;Липецкая область
Усмань;52.0444165;39.7264516;Липецкая область
Чаплыгин;53.2404794;39.9671563;Липецкая область
Магадан;59.5681763;150.8085289;Магаданская область
Сусуман;62.7804628;148.154033;Магаданская область
Волжск;55.8622987;48.371553;Марий Эл
Звенигово;55.9739374;48.0170276;Марий Эл
Йошкар-Ола;56.6343763;47.8998445;Марий Эл
Козьмодемьянск;56.333346;46.5466282;Марий Эл
Ардатов;54.8465693;46.2412736;Мордовия
Инсар;53.8770384;44.3696866;Мордовия
Ковылкино;54.0391464;43.9191229;Мордовия
Краснослободск;54.4248634;43.7845096;Мордовия
Рузаевка;54.0583238;44.949116;Мордовия
Саранск;54.1807601;45.1862263;Мордовия
Темников;54.6309086;43.2161785;Мордовия
Апрелевка;55.5276336;37.0651105;Московская область
Балашиха;55.7963352;37.9381413;Московская область
Бронницы;55.4255534;38.2640794;Московская область
Верея;55.3674668;36.1563083;Московская область
Видное;55.5518323;37.7062062;Московская область
Волоколамск;56.0358121;35.9585027;Московская область
Воскресенск;55.3071305;38.7026949;Московская область
Высоковск;56.336141;36.5251316;Московская область
Голицыно;55.6189762;36.9855559;Московская область
Дедовск;55.8704718;37.1244724;Московская область
Дзержинский;55.6241079;37.8440691;Московская область
Дмитров;56.3477176;37.5267184;Московская область
Долгопрудный;55.9384901;37.5100527;Московская область
Домодедово;55.4363901;37.7666263;Московская область
Дрезна;55.7442991;38.8499228;Московская область
Дубна;56.7417949;37.1757163;Московская область
Егорьевск;55.3831326;39.0358236;Московская область
Жуковский;55.5998408;38.1224185;Московская область
Зарайск;54.7625993;38.8851485;Московская область
Звенигород;55.7296168;36.8552843;Московская область
Ивантеевка;55.9742303;37.9208755;Московская область
Истра;55.9061087;36.8600854;Московская область
Кашира;54.8534263;38.1903818;Московская область
Клин;56.3424886;36.7240912;Московская область
Коломна;55.1027797;38.7531734;Московская область
Королев;55.9162558;37.8545224;Московская область
Котельники;55.659898;37.8632865;Московская область
Красноармейск;51.0268595;45.7011086;Московская область
Красногорск;55.8318475;37.32942;Московская область
Краснозаводск;56.4408723;38.2320671;Московская область
Краснознаменск;55.5978962;37.0395137;Московская область
Кубинка;55.5755679;36.6952487;Московская область
Куровское;55.5791491;38.9208543;Московская область
Ликино-Дулево;55.7078531;38.9577103;Московская область
Лобня;56.0328745;37.4614671;Московская область
Лосино-Петровский;55.8714441;38.2005377;Московская область
Луховицы;54.9651617;39.0261346;Московская область
Лыткарино;55.5778065;37.9034952;Московская область
Люберцы;55.700416;37.9606496;Московская область
Можайск;55.5069819;36.0240724;Московская область
Мытищи;55.9104647;37.7363702;Московская область
Наро-Фоминск;55.3802749;36.7608038;Московская область
Ногинск;55.8686239;38.4621635;Московская область
Одинцово;55.6789292;37.2636389;Московская область
Озеры;54.8539944;38.55987;Московская область
Орехово-Зуево;55.8151729;38.9870711;Московская область
Павловский Посад;55.7806718;38.6596047;Московская область
Пересвет;56.4158828;38.1733567;Московская область
Подольск;55.4389588;37.57027;Московская область
Протвино;54.8706614;37.2183307;Московская область
Пушкино;56.0104548;37.8471438;Московская область
Пущино;54.832521;37.6210428;Московская область
Раменское;55.549529;38.273015;Московская область
Реутов;55.758236;37.8619443;Московская область
Рошаль;55.6632504;39.8655434;Московская область
Руза;55.7015302;36.1960043;Московская область
Сергиев Посад;56.3063411;38.1502568;Московская область
Серпухов;54.9225396;37.4032682;Московская область
Солнечногорск;56.2148655;37.0967653;Московская область
Старая Купавна;55.8038411;38.1426144;Московская область
Ступино;54.9238403;38.1186976;Московская область
Талдом;56.7308993;37.5276414;Московская область
Фрязино;55.9590154;38.0409171;Московская область
Химки;55.8886705;37.4304154;Московская область
Хотьково;56.2515725;37.9395225;Московская область
Черноголовка;56.0100909;38.3792328;Московская область
Чехов;55.1507175;37.4532591;Московская область
Шатура;55.5777942;39.5443781;Московская область
Щелково;55.9234303;37.9784419;Московская область
Электрогорск;55.8778573;38.7805239;Московская область
Электросталь;55.7847718;38.4446531;Московская область
Электроугли;55.7170329;38.2194049;Московская область
Яхрома;56.2889858;37.4831016;Московская область
Апатиты;67.5678295;33.4067218;Мурманская область
Гаджиево;69.2490009;33.3152445;Мурманская область
Заозерск;69.4003895;32.4502225;Мурманская область
Заполярный;69.413232;30.7985332;Мурманская область
Кандалакша;67.1567298;32.4142303;Мурманская область
Кировск;67.6150979;33.6637196;Мурманская область
Ковдор;67.5661466;30.4742082;Мурманская область
Кола;68.8785079;33.0262014;Мурманская область
Мончегорск;67.9385206;32.9358886;Мурманская область
Мурманск;69.0076958;33.0686019;Мурманская область
Оленегорск;68.1422068;33.2670094;Мурманская область
Островной;68.0509133;39.5076034;Мурманская область
Полярные Зори;67.3730192;32.497541;Мурманская область
Полярный;69.1988373;33.4509985;Мурманская область
Североморск;69.0765029;33.4178354;Мурманская область
Снежногорск;69.1921469;33.2382821;Мурманская область
Нарьян-Мар;67.6381525;53.0069336;Ямало-Ненецкий АО
Арзамас;55.3947544;43.8407855;Нижегородская область
Балахна;56.4949932;43.5758953;Нижегородская область
Богородск;56.1019905;43.513678;Нижегородская область
Бор;56.3565179;44.0644851;Нижегородская область
Ветлуга;57.8558395;45.7762692;Нижегородская область
Володарск;56.2168974;43.1597623;Нижегородская область
Ворсма;55.9900425;43.2719879;Нижегородская область
Выкса;55.3207103;42.1679169;Нижегородская область
Горбатов;56.1307901;43.0626829;Нижегородская область
Городец;56.6447459;43.4722975;Нижегородская область
Дзержинск;56.2376438;43.4599363;Нижегородская область
Заволжье;56.6404237;43.3871565;Нижегородская область
Княгинино;55.8205157;45.0322947;Нижегородская область
Кстово;56.1433353;44.1665081;Нижегородская область
Кулебаки;55.429716;42.512483;Нижегородская область
Лукоянов;55.0327349;44.4933829;Нижегородская область
Лысково;56.0262298;45.0356702;Нижегородская область
Навашино;55.5439105;42.1887734;Нижегородская область
Нижний Новгород;56.3242093;44.0053948;Нижегородская область
Павлово;55.9797995;43.0996232;Нижегородская область
Первомайск;54.8676182;43.8012829;Нижегородская область
Перевоз;55.596904;44.5450268;Нижегородская область
Саров;54.9227002;43.3447792;Нижегородская область
Семенов;56.788935;44.4903571;Нижегородская область
Сергач;55.5200364;45.4813193;Нижегородская область
Урень;57.4612547;45.783394;Нижегородская область
Чкаловск;56.7651549;43.2420193;Нижегородская область
Шахунья;57.6764773;46.6129673;Нижегородская область
Боровичи;58.3839866;33.9176761;Новгородская область
Валдай;57.9822906;33.2369492;Новгородская область
Великий Новгород;58.5214003;31.2755051;Новгородская область
Малая Вишера;58.8458076;32.2247984;Новгородская область
Окуловка;58.3908717;33.2902474;Новгородская область
Пестово;58.5973944;35.8144523;Новгородская область
Сольцы;58.1201693;30.309285;Новгородская область
Старая Русса;57.9906873;31.3555076;Новгородская область
Холм;57.1451036;31.1787812;Новгородская область
Чудово;59.1247477;31.6865406;Новгородская область
Барабинск;55.3515917;78.3465012;Новосибирская область
Бердск;54.7582375;83.1072212;Новосибирская область
Болотное;55.6693773;84.3906599;Новосибирская область
Искитим;54.6266869;83.2951444;Новосибирская область
Карасук;53.7343772;78.042457;Новосибирская область
Каргат;55.1943829;80.2831324;Новосибирская область
Куйбышев;55.4684104;78.3241042;Новосибирская область
Купино;54.3660317;77.2972969;Новосибирская область
Новосибирск;55.0281016;82.9210575;Новосибирская область
Обь;54.9945882;82.6937925;Новосибирская область
Татарск;55.2145894;75.9740805;Новосибирская область
Тогучин;55.2250038;84.4103867;Новосибирская область
Черепаново;54.2206974;83.3724392;Новосибирская область
Чулым;55.0906205;80.9592152;Новосибирская область
Исилькуль;54.9096156;71.2816107;Омская область
Калачинск;55.0598547;74.5655075;Омская область
Называевск;55.5688811;71.3502572;Омская область
Омск;54.9848136;73.3674638;Омская область
Тара;56.9159171;74.3649643;Омская область
Тюкалинск;55.8705121;72.1956156;Омская область
Абдулино;53.6778096;53.6473115;Оренбургская область
Бугуруслан;53.6522636;52.4326166;Оренбургская область
Бузулук;52.7881434;52.2623757;Оренбургская область
Гай;51.4649138;58.4436189;Оренбургская область
Кувандык;51.4784845;57.3612029;Оренбургская область
Медногорск;51.4039421;57.5832185;Оренбургская область
Новотроицк;51.1965071;58.3017455;Оренбургская область
Оренбург;51.7875191;55.1017379;Оренбургская область
Орск;51.2293069;58.4751889;Оренбургская область
Соль-Илецк;51.1634976;54.9895391;Оренбургская область
Сорочинск;52.4265081;53.1542123;Оренбургская область
Ясный;51.0369499;59.8743256;Оренбургская область
Болхов;53.4440204;36.0076969;Орловская область
Дмитровск;52.5053481;35.141535;Орловская область
Ливны;52.4285122;37.603944;Орловская область
Малоархангельск;52.4001151;36.5037931;Орловская область
Мценск;53.2790021;36.574992;Орловская область
Новосиль;52.9747225;37.0438402;Орловская область
Орёл;52.9672573;36.0696479;Орловская область
Белинский;52.9641169;43.4185003;Пензенская область
Городище;53.2727888;45.702731;Пензенская область
Заречный;53.1961009;45.1691502;Пензенская область
Каменка;53.1855474;44.0468501;Пензенская область
Кузнецк;53.1131686;46.6052497;Пензенская область
Нижний Ломов;53.5301274;43.6729216;Пензенская область
Никольск;53.7138397;46.079962;Пензенская область
Пенза;53.1753884;45.0347408;Пензенская область
Сердобск;52.4697532;44.2122688;Пензенская область
Спасск;53.927163;43.1860475;Пензенская область
Сурск;53.0760597;45.6911897;Пензенская область
Александровск;59.1613773;57.5764851;Пермский край
Березники;59.4079898;56.8040725;Пермский край
Верещагино;58.0797908;54.6580948;Пермский край
Горнозаводск;58.3743406;58.3230329;Пермский край
Гремячинск;58.5625603;57.8520073;Пермский край
Губаха;58.837024;57.5544441;Пермский край
Добрянка;58.4696353;56.4131294;Пермский край
Кизел;59.0511764;57.6471214;Пермский край
Красновишерск;60.3902242;57.0537244;Пермский край
Краснокамск;58.0820946;55.7479797;Пермский край
Кудымкар;59.0168605;54.6573459;Пермский край
Кунгур;57.4283217;56.9437787;Пермский край
Лысьва;58.0995987;57.8085728;Пермский край
Нытва;57.9337429;55.3357261;Пермский край
Оса;57.2889992;55.4688982;Пермский край
Оханск;57.7178946;55.387153;Пермский край
Очер;57.8851991;54.7161756;Пермский край
Пермь;58.0103211;56.2341778;Пермский край
Соликамск;59.6483518;56.7710358;Пермский край
Усолье;59.4279356;56.6837783;Пермский край
Чайковский;56.7780203;54.1478482;Пермский край
Чердынь;60.4011184;56.4801391;Пермский край
Чермоз;58.7842527;56.1507562;Пермский край
Чернушка;56.5161079;56.0763919;Пермский край
Чусовой;58.2974725;57.8193122;Пермский край
Арсеньев;44.16208;133.269622;Приморский край
Артем;43.350053;132.1596594;Приморский край
Большой Камень;43.1112737;132.3480354;Приморский край
Владивосток;43.1163807;131.882348;Приморский край
Дальнегорск;44.5539909;135.5662536;Приморский край
Дальнереченск;45.9307882;133.7316542;Приморский край
Лесозаводск;45.4780192;133.4185501;Приморский край
Находка;42.8240404;132.8927812;Приморский край
Партизанск;43.1279833;133.1264754;Приморский край
Спасск-Дальний;44.5900929;132.8157564;Приморский край
Уссурийск;43.79726;131.9517262;Приморский край
Фокино;42.9707163;132.4110209;Приморский край
Великие Луки;56.3321847;30.550757;Псковская область
Гдов;58.7432585;27.8263328;Псковская область
Дно;57.8269802;29.9629569;Псковская область
Невель;56.0201544;29.9240505;Псковская область
Новоржев;57.0298332;29.343333;Псковская область
Новосокольники;56.3407627;30.1527712;Псковская область
Опочка;56.7107956;28.6717455;Псковская область
Остров;57.3452408;28.3437107;Псковская область
Печоры;57.8146689;27.6222823;Псковская область
Порхов;57.7764223;29.5436424;Псковская область
Псков;57.819284;28.3318188;Псковская область
Пустошка;56.3375131;29.3668243;Псковская область
Пыталово;57.0637109;27.9234759;Псковская область
Себеж;56.2907663;28.4725735;Псковская область
Азов;47.1120631;39.4232597;Ростовская область
Аксай;47.2676075;39.8755485;Ростовская область
Батайск;47.138321;39.7508382;Ростовская область
Белая Калитва;48.176948;40.8033169;Ростовская область
Волгодонск;47.5165181;42.1984531;Ростовская область
Гуково;48.0449422;39.9484635;Ростовская область
Донецк;48.3350928;39.9460654;Ростовская область
Зверево;48.043451;40.1264948;Ростовская область
Зерноград;46.8494991;40.312765;Ростовская область
Каменск-Шахтинский;48.3204412;40.268874;Ростовская область
Константиновск;47.5773456;41.0967362;Ростовская область
Красный Сулин;47.8830826;40.0781385;Ростовская область
Миллерово;48.925821;40.3983302;Ростовская область
Морозовск;48.3511724;41.8308006;Ростовская область
Новочеркасск;47.4119248;40.1042066;Ростовская область
Новошахтинск;47.7576522;39.9364709;Ростовская область
Пролетарск;46.7038968;41.7274533;Ростовская область
Ростов-на-Дону;47.2224364;39.7187866;Ростовская область
Сальск;46.4751689;41.5412229;Ростовская область
Семикаракорск;47.5177981;40.811585;Ростовская область
Таганрог;47.2094907;38.935154;Ростовская область
Цимлянск;47.6477668;42.093022;Ростовская область
Шахты;47.7084247;40.2159154;Ростовская область
Касимов;54.9373788;41.3912912;Рязанская область
Кораблино;53.9245422;40.0227867;Рязанская область
Михайлов;54.2296493;39.0090857;Рязанская область
Новомичуринск;54.0377979;39.7467023;Рязанская область
Рыбное;54.7255937;39.513438;Рязанская область
Ряжск;53.7067718;40.0521358;Рязанская область
Рязань;54.625457;39.7359992;Рязанская область
Сасово;54.350807;41.9117458;Рязанская область
Скопин;53.8236028;39.5493286;Рязанская область
Спас-Клепики;55.1291472;40.1745036;Рязанская область
Спасск-Рязанский;54.4071497;40.3764367;Рязанская область
Шацк;54.0288845;41.7182108;Рязанская область
Жигулевск;53.4011545;49.494529;Самарская область
Кинель;53.2209985;50.6343039;Самарская область
Нефтегорск;52.797259;51.1637126;Самарская область
Новокуйбышевск;53.0995303;49.9477662;Самарская область
Октябрьск;53.1640886;48.6707463;Самарская область
Отрадный;53.3800609;51.3438695;Самарская область
Похвистнево;53.6498197;52.1235517;Самарская область
Самара;53.1951657;50.1067691;Самарская область
Сызрань;53.1557213;48.4745419;Самарская область
Тольятти;53.5206438;49.389461;Самарская область
Чапаевск;52.9289662;49.8674222;Самарская область
;59.939125;30.3158225;Санкт-Петербург;г
Аркадак;51.9387813;43.4997558;Саратовская область
Аткарск;51.8736331;45.0003199;Саратовская область
Балаково;52.0222694;47.7828146;Саратовская область
Балашов;51.5389502;43.1839828;Саратовская область
Вольск;52.0459932;47.3873504;Саратовская область
Ершов;51.3508407;48.2763313;Саратовская область
Калининск;51.4992917;44.4710177;Саратовская область
Красноармейск;51.0236026;45.695141;Саратовская область
Красный Кут;50.9596867;46.9712472;Саратовская область
Маркс;51.7133973;46.7400684;Саратовская область
Новоузенск;50.4551744;48.1412622;Саратовская область
Петровск;52.3093782;45.3851649;Саратовская область
Пугачев;52.0158464;48.7972652;Саратовская область
Ртищево;52.2616298;43.7842399;Саратовская область
Саратов;51.530376;45.9530257;Саратовская область
Хвалынск;52.4950057;48.1045147;Саратовская область
Шиханы;52.1148241;47.2022928;Саратовская область
Энгельс;51.4854893;46.1267479;Саратовская область
Александровск-Сахалинский;50.8973664;142.1579322;Сахалинская область
Анива;46.7132526;142.5265052;Сахалинская область
Долинск;47.3255903;142.7945985;Сахалинская область
Корсаков;46.6323995;142.7994094;Сахалинская область
Курильск;45.2271915;147.8796713;Сахалинская область
Макаров;48.6236287;142.7803508;Сахалинская область
Невельск;46.6527314;141.8631741;Сахалинская область
Оха;53.5868238;142.941221;Сахалинская область
Поронайск;49.2387983;143.1007104;Сахалинская область
Северо-Курильск;50.6731056;156.1280722;Сахалинская область
Томари;47.7619957;142.061508;Сахалинская область
Углегорск;49.0816311;142.0693033;Сахалинская область
Холмск;47.0408637;142.0416619;Сахалинская область
Южно-Сахалинск;46.959133;142.7381252;Сахалинская область
Алапаевск;57.8475542;61.6693934;Свердловская область
Арамиль;56.6945341;60.8343825;Свердловская область
Артемовский;57.3384162;61.8946599;Свердловская область
Асбест;57.0052428;61.4581071;Свердловская область
Березовский;56.9096284;60.8180256;Свердловская область
Богданович;56.7764419;62.0463692;Свердловская область
Верхний Тагил;57.3762768;59.9516521;Свердловская область
Верхняя Пышма;56.9757833;60.564885;Свердловская область
Верхняя Салда;58.0466039;60.5560397;Свердловская область
Верхняя Тура;58.3643839;59.8266854;Свердловская область
Верхотурье;58.8621145;60.8104543;Свердловская область
Волчанск;59.9350515;60.0797964;Свердловская область
Дегтярск;56.7048199;60.0792227;Свердловская область
Екатеринбург;56.8386326;60.6054887;Свердловская область
Заречный;56.8103345;61.3380592;Свердловская область
Ивдель;60.6944353;60.4244661;Свердловская область
Ирбит;57.6838406;63.0576639;Свердловская область
Каменск-Уральский;56.4149095;61.9189837;Свердловская область
Камышлов;56.8465469;62.7120432;Свердловская область
Карпинск;59.7664444;60.0011798;Свердловская область
Качканар;58.7051759;59.4840198;Свердловская область
Кировград;57.4298451;60.0623588;Свердловская область
Краснотурьинск;59.7636934;60.1934451;Свердловская область
Красноуральск;58.3486334;60.0409011;Свердловская область
Красноуфимск;56.6122864;57.7636958;Свердловская область
Кушва;58.2825406;59.7646113;Свердловская область
Лесной;58.634981;59.7980528;Свердловская область
Михайловск;56.4369736;59.113865;Свердловская область
Невьянск;57.491233;60.2181839;Свердловская область
Нижние Серги;56.6544606;59.2952291;Свердловская область
Нижний Тагил;57.9101038;59.9813242;Свердловская область
Нижняя Салда;58.0749243;60.7026555;Свердловская область
Нижняя Тура;58.6310942;59.8521265;Свердловская область
Новая Ляля;59.053961;60.5945405;Свердловская область
Новоуральск;57.2471507;60.095701;Свердловская область
Первоуральск;56.9081665;59.9429205;Свердловская область
Полевской;56.4958085;60.2366314;Свердловская область
Ревда;56.79869;59.9071464;Свердловская область
Реж;57.3717914;61.3833223;Свердловская область
Североуральск;60.1533333;59.9525274;Свердловская область
Серов;59.6048651;60.5752136;Свердловская область
Среднеуральск;56.991883;60.4771953;Свердловская область
Сухой Лог;56.9075938;62.0358708;Свердловская область
Сысерть;56.50052;60.8190708;Свердловская область
Тавда;58.0434196;65.2743232;Свердловская область
Талица;57.0123359;63.7322467;Свердловская область
Туринск;58.0394258;63.698142;Свердловская область
Благодарный;45.0990834;43.4307042;Ставропольский край
Буденновск;44.7814437;44.1650859;Ставропольский край
Георгиевск;44.1486421;43.4739718;Ставропольский край
